"student_id","name","course_name","semester_name","attendance_percentage","midterm","final","project","average_score"
37,"Lisa Baker","Course 7","Semester 3",72,95,83,99,"92.33"
37,"Lisa Baker","Course 9","Semester 3",68,85,100,99,"94.67"
38,"Michael Rose","Course 1","Semester 1",54,33,38,39,"36.67"
38,"Michael Rose","Course 3","Semester 1",63,80,51,99,"76.67"
38,"Michael Rose","Course 8","Semester 1",81,70,76,53,"66.33"
38,"Michael Rose","Course 9","Semester 1",72,90,83,69,"80.67"
38,"Michael Rose","Course 1","Semester 2",100,67,91,51,"69.67"
38,"Michael Rose","Course 10","Semester 2",99,99,64,73,"78.67"
38,"Michael Rose","Course 7","Semester 2",68,54,54,93,"67.00"
38,"Michael Rose","Course 1","Semester 3",85,59,56,64,"59.67"
38,"Michael Rose","Course 10","Semester 3",97,65,73,99,"79.00"
38,"Michael Rose","Course 2","Semester 3",86,80,72,92,"81.33"
38,"Michael Rose","Course 3","Semester 3",77,69,77,74,"73.33"
38,"Michael Rose","Course 9","Semester 3",95,85,84,96,"88.33"
39,"Jacqueline Reynolds","Course 1","Semester 1",82,74,80,80,"78.00"
39,"Jacqueline Reynolds","Course 2","Semester 1",61,53,84,51,"62.67"
39,"Jacqueline Reynolds","Course 6","Semester 2",63,66,86,58,"70.00"
39,"Jacqueline Reynolds","Course 7","Semester 2",93,73,60,92,"75.00"
39,"Jacqueline Reynolds","Course 8","Semester 2",92,73,97,84,"84.67"
39,"Jacqueline Reynolds","Course 1","Semester 3",73,54,85,57,"65.33"
39,"Jacqueline Reynolds","Course 4","Semester 3",63,58,69,63,"63.33"
39,"Jacqueline Reynolds","Course 7","Semester 3",97,80,73,51,"68.00"
40,"Joyce Hall","Course 10","Semester 1",82,84,73,53,"70.00"
40,"Joyce Hall","Course 2","Semester 1",64,72,84,90,"82.00"
40,"Joyce Hall","Course 5","Semester 1",85,76,61,65,"67.33"
40,"Joyce Hall","Course 9","Semester 1",94,66,60,81,"69.00"
40,"Joyce Hall","Course 2","Semester 2",71,67,88,87,"80.67"
40,"Joyce Hall","Course 6","Semester 2",61,61,85,72,"72.67"
40,"Joyce Hall","Course 7","Semester 2",82,82,60,85,"75.67"
40,"Joyce Hall","Course 10","Semester 3",70,58,53,88,"66.33"
40,"Joyce Hall","Course 5","Semester 3",71,93,89,69,"83.67"
41,"Christian Green","Course 2","Semester 1",69,65,50,85,"66.67"
41,"Christian Green","Course 8","Semester 1",37,40,34,37,"37.00"
41,"Christian Green","Course 9","Semester 1",66,79,63,96,"79.33"
41,"Christian Green","Course 10","Semester 2",100,80,70,88,"79.33"
41,"Christian Green","Course 2","Semester 2",70,68,61,54,"61.00"
41,"Christian Green","Course 3","Semester 2",88,96,50,80,"75.33"
41,"Christian Green","Course 6","Semester 2",92,53,70,90,"71.00"
41,"Christian Green","Course 4","Semester 3",90,85,100,60,"81.67"
41,"Christian Green","Course 6","Semester 3",80,72,95,72,"79.67"
41,"Christian Green","Course 7","Semester 3",75,69,64,70,"67.67"
41,"Christian Green","Course 9","Semester 3",81,63,96,81,"80.00"
42,"Kayla Schmidt","Course 10","Semester 1",68,54,58,53,"55.00"
42,"Kayla Schmidt","Course 6","Semester 1",72,79,69,57,"68.33"
42,"Kayla Schmidt","Course 7","Semester 1",70,75,74,53,"67.33"
42,"Kayla Schmidt","Course 8","Semester 1",78,53,69,92,"71.33"
42,"Kayla Schmidt","Course 1","Semester 2",63,92,67,67,"75.33"
42,"Kayla Schmidt","Course 10","Semester 2",77,82,81,90,"84.33"
42,"Kayla Schmidt","Course 6","Semester 2",96,60,63,100,"74.33"
42,"Kayla Schmidt","Course 9","Semester 2",73,70,77,65,"70.67"
42,"Kayla Schmidt","Course 10","Semester 3",76,62,62,69,"64.33"
42,"Kayla Schmidt","Course 4","Semester 3",61,91,54,83,"76.00"
42,"Kayla Schmidt","Course 7","Semester 3",33,47,33,48,"42.67"
43,"Tabitha White","Course 3","Semester 1",52,47,48,43,"46.00"
43,"Tabitha White","Course 8","Semester 1",77,74,92,90,"85.33"
43,"Tabitha White","Course 9","Semester 1",67,38,31,48,"39.00"
43,"Tabitha White","Course 1","Semester 2",65,83,66,64,"71.00"
43,"Tabitha White","Course 2","Semester 2",90,66,50,52,"56.00"
43,"Tabitha White","Course 8","Semester 2",78,78,56,92,"75.33"
43,"Tabitha White","Course 1","Semester 3",97,73,87,86,"82.00"
43,"Tabitha White","Course 2","Semester 3",45,34,40,31,"35.00"
43,"Tabitha White","Course 9","Semester 3",83,72,68,51,"63.67"
44,"Joseph Bishop","Course 10","Semester 1",61,100,73,62,"78.33"
44,"Joseph Bishop","Course 2","Semester 1",63,61,51,87,"66.33"
44,"Joseph Bishop","Course 4","Semester 1",51,47,40,47,"44.67"
44,"Joseph Bishop","Course 9","Semester 1",69,54,58,95,"69.00"
44,"Joseph Bishop","Course 1","Semester 2",98,88,50,83,"73.67"
44,"Joseph Bishop","Course 3","Semester 2",84,73,65,67,"68.33"
44,"Joseph Bishop","Course 7","Semester 2",60,100,79,58,"79.00"
44,"Joseph Bishop","Course 8","Semester 2",86,50,67,64,"60.33"
44,"Joseph Bishop","Course 1","Semester 3",68,32,34,40,"35.33"
44,"Joseph Bishop","Course 10","Semester 3",93,60,87,66,"71.00"
44,"Joseph Bishop","Course 4","Semester 3",73,66,88,62,"72.00"
44,"Joseph Bishop","Course 5","Semester 3",65,81,92,91,"88.00"
45,"Abigail Bowers","Course 1","Semester 1",71,75,82,68,"75.00"
45,"Abigail Bowers","Course 2","Semester 1",84,67,75,93,"78.33"
45,"Abigail Bowers","Course 3","Semester 1",63,86,71,78,"78.33"
45,"Abigail Bowers","Course 5","Semester 1",96,63,64,85,"70.67"
45,"Abigail Bowers","Course 7","Semester 1",84,91,63,62,"72.00"
45,"Abigail Bowers","Course 2","Semester 2",52,33,40,40,"37.67"
45,"Abigail Bowers","Course 3","Semester 2",85,78,65,75,"72.67"
45,"Abigail Bowers","Course 8","Semester 2",37,40,42,39,"40.33"
45,"Abigail Bowers","Course 9","Semester 2",87,72,56,79,"69.00"
45,"Abigail Bowers","Course 5","Semester 3",80,98,97,73,"89.33"
45,"Abigail Bowers","Course 6","Semester 3",71,96,95,70,"87.00"
45,"Abigail Bowers","Course 8","Semester 3",75,99,98,82,"93.00"
45,"Abigail Bowers","Course 9","Semester 3",77,58,66,75,"66.33"
46,"Gail Larsen","Course 1","Semester 1",73,94,93,82,"89.67"
46,"Gail Larsen","Course 10","Semester 1",40,40,46,41,"42.33"
46,"Gail Larsen","Course 7","Semester 1",88,86,56,89,"77.00"
46,"Gail Larsen","Course 8","Semester 1",61,95,84,90,"89.67"
46,"Gail Larsen","Course 1","Semester 2",67,67,98,64,"76.33"
46,"Gail Larsen","Course 2","Semester 2",82,72,59,58,"63.00"
46,"Gail Larsen","Course 6","Semester 2",54,47,31,47,"41.67"
46,"Gail Larsen","Course 1","Semester 3",96,72,97,57,"75.33"
46,"Gail Larsen","Course 3","Semester 3",78,92,63,59,"71.33"
46,"Gail Larsen","Course 5","Semester 3",93,65,84,84,"77.67"
46,"Gail Larsen","Course 7","Semester 3",65,62,58,65,"61.67"
46,"Gail Larsen","Course 8","Semester 3",89,89,69,53,"70.33"
47,"Jacob Hughes","Course 10","Semester 1",79,75,63,76,"71.33"
47,"Jacob Hughes","Course 2","Semester 1",68,69,87,93,"83.00"
47,"Jacob Hughes","Course 6","Semester 1",78,71,92,83,"82.00"
47,"Jacob Hughes","Course 1","Semester 2",76,74,77,67,"72.67"
47,"Jacob Hughes","Course 10","Semester 2",45,43,41,30,"38.00"
47,"Jacob Hughes","Course 6","Semester 2",85,88,62,66,"72.00"
47,"Jacob Hughes","Course 8","Semester 2",83,99,97,90,"95.33"
47,"Jacob Hughes","Course 2","Semester 3",85,53,98,83,"78.00"
47,"Jacob Hughes","Course 3","Semester 3",89,51,72,69,"64.00"
47,"Jacob Hughes","Course 5","Semester 3",64,87,77,94,"86.00"
48,"Kelly Greene","Course 1","Semester 1",61,38,36,30,"34.67"
48,"Kelly Greene","Course 10","Semester 1",87,93,56,86,"78.33"
48,"Kelly Greene","Course 7","Semester 1",95,96,77,93,"88.67"
48,"Kelly Greene","Course 8","Semester 1",85,84,84,51,"73.00"
48,"Kelly Greene","Course 1","Semester 2",92,57,69,95,"73.67"
48,"Kelly Greene","Course 2","Semester 2",89,94,75,66,"78.33"
48,"Kelly Greene","Course 9","Semester 2",85,61,62,89,"70.67"
48,"Kelly Greene","Course 10","Semester 3",94,90,73,55,"72.67"
48,"Kelly Greene","Course 2","Semester 3",89,56,60,63,"59.67"
48,"Kelly Greene","Course 3","Semester 3",91,50,50,86,"62.00"
49,"Randy Johnson","Course 2","Semester 1",71,70,60,51,"60.33"
49,"Randy Johnson","Course 5","Semester 1",66,62,89,53,"68.00"
49,"Randy Johnson","Course 6","Semester 1",64,96,95,87,"92.67"
49,"Randy Johnson","Course 7","Semester 1",75,63,94,90,"82.33"
49,"Randy Johnson","Course 4","Semester 2",33,48,40,31,"39.67"
49,"Randy Johnson","Course 5","Semester 2",72,86,81,92,"86.33"
49,"Randy Johnson","Course 7","Semester 2",88,92,66,84,"80.67"
49,"Randy Johnson","Course 3","Semester 3",94,74,89,73,"78.67"
49,"Randy Johnson","Course 6","Semester 3",84,67,86,75,"76.00"
49,"Randy Johnson","Course 7","Semester 3",90,82,58,65,"68.33"
49,"Randy Johnson","Course 9","Semester 3",83,99,99,69,"89.00"
50,"Mariah Johnson","Course 1","Semester 1",67,36,49,37,"40.67"
50,"Mariah Johnson","Course 2","Semester 1",69,67,86,59,"70.67"
50,"Mariah Johnson","Course 4","Semester 1",62,94,95,82,"90.33"
50,"Mariah Johnson","Course 8","Semester 1",42,48,38,41,"42.33"
50,"Mariah Johnson","Course 2","Semester 2",50,35,41,37,"37.67"
50,"Mariah Johnson","Course 4","Semester 2",95,96,100,78,"91.33"
50,"Mariah Johnson","Course 3","Semester 3",91,83,53,79,"71.67"
50,"Mariah Johnson","Course 4","Semester 3",79,71,55,83,"69.67"
50,"Mariah Johnson","Course 6","Semester 3",75,72,66,93,"77.00"
50,"Mariah Johnson","Course 9","Semester 3",77,57,59,75,"63.67"
51,"Matthew Hunt","Course 1","Semester 1",70,51,52,92,"65.00"
51,"Matthew Hunt","Course 10","Semester 1",62,64,87,76,"75.67"
51,"Matthew Hunt","Course 3","Semester 1",69,36,47,42,"41.67"
51,"Matthew Hunt","Course 1","Semester 2",64,87,67,73,"75.67"
51,"Matthew Hunt","Course 4","Semester 2",89,58,72,67,"65.67"
51,"Matthew Hunt","Course 5","Semester 2",43,39,35,32,"35.33"
51,"Matthew Hunt","Course 8","Semester 2",71,91,54,90,"78.33"
51,"Matthew Hunt","Course 9","Semester 2",69,66,68,68,"67.33"
51,"Matthew Hunt","Course 1","Semester 3",77,82,99,96,"92.33"
51,"Matthew Hunt","Course 10","Semester 3",60,60,76,89,"75.00"
51,"Matthew Hunt","Course 2","Semester 3",89,94,80,68,"80.67"
51,"Matthew Hunt","Course 8","Semester 3",82,67,63,50,"60.00"
52,"Nathan Copeland","Course 1","Semester 1",84,82,72,98,"84.00"
52,"Nathan Copeland","Course 2","Semester 1",91,96,50,61,"69.00"
52,"Nathan Copeland","Course 6","Semester 1",95,97,94,54,"81.67"
52,"Nathan Copeland","Course 7","Semester 1",57,41,34,49,"41.33"
52,"Nathan Copeland","Course 10","Semester 2",88,62,96,86,"81.33"
52,"Nathan Copeland","Course 2","Semester 2",67,66,76,50,"64.00"
52,"Nathan Copeland","Course 3","Semester 2",76,58,80,69,"69.00"
52,"Nathan Copeland","Course 7","Semester 2",61,92,89,88,"89.67"
52,"Nathan Copeland","Course 4","Semester 3",68,88,69,69,"75.33"
52,"Nathan Copeland","Course 7","Semester 3",38,33,38,32,"34.33"
53,"Jennifer Ramos","Course 1","Semester 1",83,51,95,67,"71.00"
53,"Jennifer Ramos","Course 2","Semester 1",86,88,92,63,"81.00"
53,"Jennifer Ramos","Course 6","Semester 1",91,91,74,51,"72.00"
53,"Jennifer Ramos","Course 10","Semester 2",90,62,77,99,"79.33"
53,"Jennifer Ramos","Course 2","Semester 2",94,98,62,56,"72.00"
53,"Jennifer Ramos","Course 5","Semester 2",94,67,97,79,"81.00"
53,"Jennifer Ramos","Course 9","Semester 2",65,90,57,68,"71.67"
53,"Jennifer Ramos","Course 2","Semester 3",70,74,69,71,"71.33"
53,"Jennifer Ramos","Course 6","Semester 3",65,32,45,32,"36.33"
53,"Jennifer Ramos","Course 9","Semester 3",68,91,58,95,"81.33"
54,"Amanda Jordan","Course 10","Semester 1",81,86,65,51,"67.33"
54,"Amanda Jordan","Course 3","Semester 1",69,96,55,55,"68.67"
54,"Amanda Jordan","Course 4","Semester 1",93,82,61,64,"69.00"
54,"Amanda Jordan","Course 4","Semester 2",85,69,65,79,"71.00"
54,"Amanda Jordan","Course 6","Semester 2",69,86,73,91,"83.33"
54,"Amanda Jordan","Course 10","Semester 3",68,56,76,85,"72.33"
54,"Amanda Jordan","Course 2","Semester 3",75,83,57,50,"63.33"
54,"Amanda Jordan","Course 5","Semester 3",97,83,50,50,"61.00"
54,"Amanda Jordan","Course 8","Semester 3",30,46,43,39,"42.67"
54,"Amanda Jordan","Course 9","Semester 3",93,89,51,66,"68.67"
55,"Tyler Macias","Course 5","Semester 1",76,98,56,61,"71.67"
55,"Tyler Macias","Course 7","Semester 1",75,69,87,75,"77.00"
55,"Tyler Macias","Course 1","Semester 2",85,62,99,95,"85.33"
55,"Tyler Macias","Course 6","Semester 2",70,85,91,70,"82.00"
55,"Tyler Macias","Course 7","Semester 2",72,62,89,53,"68.00"
55,"Tyler Macias","Course 9","Semester 2",34,30,34,44,"36.00"
55,"Tyler Macias","Course 10","Semester 3",66,79,69,89,"79.00"
55,"Tyler Macias","Course 7","Semester 3",81,85,62,52,"66.33"
56,"Roberto Phillips","Course 3","Semester 1",96,96,93,87,"92.00"
56,"Roberto Phillips","Course 5","Semester 1",79,62,97,89,"82.67"
56,"Roberto Phillips","Course 10","Semester 2",95,99,94,57,"83.33"
56,"Roberto Phillips","Course 3","Semester 2",80,79,89,90,"86.00"
56,"Roberto Phillips","Course 9","Semester 2",81,78,73,77,"76.00"
56,"Roberto Phillips","Course 1","Semester 3",78,90,100,55,"81.67"
56,"Roberto Phillips","Course 5","Semester 3",100,83,96,99,"92.67"
56,"Roberto Phillips","Course 6","Semester 3",69,88,78,78,"81.33"
56,"Roberto Phillips","Course 9","Semester 3",76,97,79,67,"81.00"
57,"Nancy Edwards","Course 10","Semester 1",69,86,92,81,"86.33"
57,"Nancy Edwards","Course 5","Semester 1",62,85,95,52,"77.33"
57,"Nancy Edwards","Course 1","Semester 2",33,37,48,32,"39.00"
57,"Nancy Edwards","Course 10","Semester 2",70,59,77,65,"67.00"
57,"Nancy Edwards","Course 9","Semester 2",82,71,68,95,"78.00"
57,"Nancy Edwards","Course 3","Semester 3",99,67,57,83,"69.00"
57,"Nancy Edwards","Course 4","Semester 3",33,33,37,46,"38.67"
57,"Nancy Edwards","Course 5","Semester 3",95,86,71,76,"77.67"
57,"Nancy Edwards","Course 7","Semester 3",92,100,80,54,"78.00"
58,"Brittany Jackson","Course 1","Semester 1",51,41,31,34,"35.33"
58,"Brittany Jackson","Course 6","Semester 1",49,48,33,45,"42.00"
58,"Brittany Jackson","Course 10","Semester 2",94,99,98,53,"83.33"
58,"Brittany Jackson","Course 5","Semester 2",30,37,46,43,"42.00"
58,"Brittany Jackson","Course 8","Semester 2",81,71,56,93,"73.33"
58,"Brittany Jackson","Course 10","Semester 3",99,87,90,63,"80.00"
58,"Brittany Jackson","Course 2","Semester 3",87,97,65,70,"77.33"
58,"Brittany Jackson","Course 5","Semester 3",91,83,79,87,"83.00"
58,"Brittany Jackson","Course 7","Semester 3",100,77,56,79,"70.67"
59,"Ann King","Course 1","Semester 1",96,84,83,80,"82.33"
59,"Ann King","Course 4","Semester 1",84,96,71,68,"78.33"
59,"Ann King","Course 6","Semester 1",85,87,54,93,"78.00"
59,"Ann King","Course 1","Semester 2",30,49,35,48,"44.00"
59,"Ann King","Course 2","Semester 2",73,100,66,92,"86.00"
59,"Ann King","Course 7","Semester 2",78,84,89,98,"90.33"
59,"Ann King","Course 5","Semester 3",77,87,89,54,"76.67"
59,"Ann King","Course 6","Semester 3",82,61,64,63,"62.67"
59,"Ann King","Course 8","Semester 3",93,52,59,61,"57.33"
60,"Jacob Cross","Course 2","Semester 1",95,87,57,87,"77.00"
60,"Jacob Cross","Course 3","Semester 1",65,95,96,91,"94.00"
60,"Jacob Cross","Course 4","Semester 1",75,54,74,99,"75.67"
60,"Jacob Cross","Course 7","Semester 1",87,58,90,79,"75.67"
60,"Jacob Cross","Course 8","Semester 1",67,77,57,74,"69.33"
60,"Jacob Cross","Course 1","Semester 2",85,97,59,100,"85.33"
60,"Jacob Cross","Course 3","Semester 2",82,84,88,87,"86.33"
60,"Jacob Cross","Course 7","Semester 2",62,57,60,55,"57.33"
60,"Jacob Cross","Course 3","Semester 3",76,74,98,76,"82.67"
60,"Jacob Cross","Course 4","Semester 3",95,63,68,88,"73.00"
60,"Jacob Cross","Course 5","Semester 3",67,35,44,42,"40.33"
60,"Jacob Cross","Course 6","Semester 3",71,100,90,56,"82.00"
60,"Jacob Cross","Course 8","Semester 3",66,100,82,51,"77.67"
61,"Mark Livingston","Course 1","Semester 1",78,94,63,61,"72.67"
61,"Mark Livingston","Course 10","Semester 1",73,100,69,83,"84.00"
61,"Mark Livingston","Course 5","Semester 1",72,37,33,32,"34.00"
61,"Mark Livingston","Course 4","Semester 2",67,94,73,93,"86.67"
61,"Mark Livingston","Course 5","Semester 2",72,36,38,49,"41.00"
61,"Mark Livingston","Course 7","Semester 2",99,75,74,55,"68.00"
61,"Mark Livingston","Course 9","Semester 2",61,84,54,95,"77.67"
61,"Mark Livingston","Course 10","Semester 3",77,82,88,85,"85.00"
61,"Mark Livingston","Course 6","Semester 3",50,44,49,31,"41.33"
61,"Mark Livingston","Course 8","Semester 3",69,53,100,84,"79.00"
62,"Anna Wilson","Course 3","Semester 1",88,97,100,61,"86.00"
62,"Anna Wilson","Course 5","Semester 1",64,64,60,91,"71.67"
62,"Anna Wilson","Course 6","Semester 1",60,64,66,80,"70.00"
62,"Anna Wilson","Course 3","Semester 2",66,49,33,30,"37.33"
62,"Anna Wilson","Course 4","Semester 2",94,54,59,75,"62.67"
62,"Anna Wilson","Course 7","Semester 2",85,69,51,83,"67.67"
62,"Anna Wilson","Course 8","Semester 2",99,86,87,53,"75.33"
62,"Anna Wilson","Course 10","Semester 3",63,52,50,54,"52.00"
62,"Anna Wilson","Course 3","Semester 3",60,57,96,66,"73.00"
62,"Anna Wilson","Course 4","Semester 3",69,83,73,60,"72.00"
62,"Anna Wilson","Course 9","Semester 3",68,80,64,64,"69.33"
63,"Deborah Harris","Course 2","Semester 1",100,86,89,65,"80.00"
63,"Deborah Harris","Course 3","Semester 1",61,72,84,96,"84.00"
63,"Deborah Harris","Course 4","Semester 1",64,41,33,32,"35.33"
63,"Deborah Harris","Course 1","Semester 2",75,76,68,65,"69.67"
63,"Deborah Harris","Course 2","Semester 2",69,69,93,57,"73.00"
63,"Deborah Harris","Course 5","Semester 2",38,32,47,34,"37.67"
63,"Deborah Harris","Course 1","Semester 3",65,90,71,55,"72.00"
63,"Deborah Harris","Course 10","Semester 3",65,76,75,85,"78.67"
63,"Deborah Harris","Course 7","Semester 3",86,77,63,50,"63.33"
63,"Deborah Harris","Course 8","Semester 3",77,81,64,82,"75.67"
63,"Deborah Harris","Course 9","Semester 3",93,54,65,83,"67.33"
64,"Andrew Williams","Course 1","Semester 1",92,54,92,93,"79.67"
64,"Andrew Williams","Course 10","Semester 1",83,63,89,96,"82.67"
64,"Andrew Williams","Course 2","Semester 1",95,93,56,69,"72.67"
64,"Andrew Williams","Course 4","Semester 1",100,66,64,58,"62.67"
64,"Andrew Williams","Course 1","Semester 2",63,91,52,84,"75.67"
64,"Andrew Williams","Course 10","Semester 2",75,53,74,63,"63.33"
64,"Andrew Williams","Course 10","Semester 3",36,38,32,37,"35.67"
64,"Andrew Williams","Course 2","Semester 3",90,52,89,71,"70.67"
64,"Andrew Williams","Course 7","Semester 3",98,90,91,86,"89.00"
65,"Joshua Johnson","Course 10","Semester 1",63,81,91,63,"78.33"
65,"Joshua Johnson","Course 4","Semester 1",98,72,61,52,"61.67"
65,"Joshua Johnson","Course 8","Semester 1",92,89,54,85,"76.00"
65,"Joshua Johnson","Course 10","Semester 2",93,86,100,57,"81.00"
65,"Joshua Johnson","Course 3","Semester 2",87,68,96,66,"76.67"
65,"Joshua Johnson","Course 4","Semester 2",68,78,79,88,"81.67"
65,"Joshua Johnson","Course 7","Semester 2",58,45,49,49,"47.67"
65,"Joshua Johnson","Course 8","Semester 2",99,78,59,62,"66.33"
65,"Joshua Johnson","Course 1","Semester 3",79,71,97,90,"86.00"
65,"Joshua Johnson","Course 10","Semester 3",65,56,64,63,"61.00"
65,"Joshua Johnson","Course 2","Semester 3",84,65,65,52,"60.67"
66,"Amanda Bailey","Course 1","Semester 1",97,86,71,58,"71.67"
66,"Amanda Bailey","Course 2","Semester 1",77,98,74,60,"77.33"
66,"Amanda Bailey","Course 3","Semester 1",97,93,79,55,"75.67"
66,"Amanda Bailey","Course 6","Semester 1",65,54,70,73,"65.67"
66,"Amanda Bailey","Course 2","Semester 2",68,85,89,84,"86.00"
66,"Amanda Bailey","Course 3","Semester 2",99,64,56,68,"62.67"
66,"Amanda Bailey","Course 5","Semester 2",64,75,89,91,"85.00"
66,"Amanda Bailey","Course 7","Semester 2",87,82,91,98,"90.33"
66,"Amanda Bailey","Course 10","Semester 3",95,96,70,99,"88.33"
66,"Amanda Bailey","Course 3","Semester 3",67,69,92,82,"81.00"
66,"Amanda Bailey","Course 7","Semester 3",82,80,53,60,"64.33"
66,"Amanda Bailey","Course 8","Semester 3",81,83,99,75,"85.67"
67,"Victoria Thompson","Course 1","Semester 1",84,71,75,96,"80.67"
67,"Victoria Thompson","Course 10","Semester 1",66,93,57,52,"67.33"
67,"Victoria Thompson","Course 4","Semester 1",97,88,68,98,"84.67"
67,"Victoria Thompson","Course 8","Semester 1",73,70,80,71,"73.67"
67,"Victoria Thompson","Course 10","Semester 2",71,53,75,82,"70.00"
67,"Victoria Thompson","Course 3","Semester 2",55,38,34,44,"38.67"
67,"Victoria Thompson","Course 8","Semester 2",66,59,92,59,"70.00"
67,"Victoria Thompson","Course 10","Semester 3",73,94,99,81,"91.33"
67,"Victoria Thompson","Course 3","Semester 3",52,31,47,41,"39.67"
67,"Victoria Thompson","Course 8","Semester 3",65,72,89,92,"84.33"
68,"Melissa Garrison","Course 1","Semester 1",63,40,43,42,"41.67"
68,"Melissa Garrison","Course 6","Semester 1",62,54,50,89,"64.33"
68,"Melissa Garrison","Course 7","Semester 1",75,96,69,81,"82.00"
68,"Melissa Garrison","Course 9","Semester 1",88,62,70,100,"77.33"
68,"Melissa Garrison","Course 2","Semester 2",74,59,80,68,"69.00"
68,"Melissa Garrison","Course 4","Semester 2",85,81,50,75,"68.67"
68,"Melissa Garrison","Course 7","Semester 2",76,68,66,85,"73.00"
68,"Melissa Garrison","Course 8","Semester 2",99,95,52,64,"70.33"
68,"Melissa Garrison","Course 10","Semester 3",67,81,93,71,"81.67"
68,"Melissa Garrison","Course 4","Semester 3",50,40,37,39,"38.67"
68,"Melissa Garrison","Course 9","Semester 3",62,51,99,60,"70.00"
69,"Patricia Hawkins","Course 3","Semester 1",81,88,92,76,"85.33"
69,"Patricia Hawkins","Course 6","Semester 1",68,93,58,94,"81.67"
69,"Patricia Hawkins","Course 7","Semester 1",70,88,85,79,"84.00"
69,"Patricia Hawkins","Course 9","Semester 1",73,63,93,59,"71.67"
69,"Patricia Hawkins","Course 10","Semester 2",90,86,81,75,"80.67"
69,"Patricia Hawkins","Course 3","Semester 2",86,77,84,84,"81.67"
69,"Patricia Hawkins","Course 7","Semester 2",69,50,100,98,"82.67"
69,"Patricia Hawkins","Course 9","Semester 2",77,64,70,88,"74.00"
69,"Patricia Hawkins","Course 1","Semester 3",69,68,82,62,"70.67"
69,"Patricia Hawkins","Course 2","Semester 3",87,58,67,51,"58.67"
69,"Patricia Hawkins","Course 5","Semester 3",51,41,48,33,"40.67"
69,"Patricia Hawkins","Course 7","Semester 3",65,100,61,90,"83.67"
69,"Patricia Hawkins","Course 8","Semester 3",87,97,62,88,"82.33"
70,"Joshua Bullock","Course 4","Semester 1",76,56,97,93,"82.00"
70,"Joshua Bullock","Course 6","Semester 1",95,66,83,81,"76.67"
70,"Joshua Bullock","Course 8","Semester 1",85,60,59,93,"70.67"
70,"Joshua Bullock","Course 3","Semester 2",60,70,94,91,"85.00"
70,"Joshua Bullock","Course 5","Semester 2",66,52,92,97,"80.33"
70,"Joshua Bullock","Course 4","Semester 3",80,53,77,58,"62.67"
70,"Joshua Bullock","Course 6","Semester 3",66,90,75,60,"75.00"
70,"Joshua Bullock","Course 9","Semester 3",80,73,87,100,"86.67"
71,"Lucas Franklin","Course 1","Semester 1",98,69,54,58,"60.33"
71,"Lucas Franklin","Course 2","Semester 1",85,81,88,96,"88.33"
71,"Lucas Franklin","Course 4","Semester 1",65,94,66,57,"72.33"
71,"Lucas Franklin","Course 7","Semester 1",78,63,59,85,"69.00"
71,"Lucas Franklin","Course 8","Semester 1",72,80,56,75,"70.33"
71,"Lucas Franklin","Course 2","Semester 2",78,95,72,72,"79.67"
71,"Lucas Franklin","Course 4","Semester 2",99,78,67,94,"79.67"
71,"Lucas Franklin","Course 8","Semester 2",86,81,98,52,"77.00"
71,"Lucas Franklin","Course 9","Semester 2",61,52,61,72,"61.67"
71,"Lucas Franklin","Course 10","Semester 3",78,98,72,75,"81.67"
71,"Lucas Franklin","Course 5","Semester 3",61,83,64,83,"76.67"
71,"Lucas Franklin","Course 6","Semester 3",79,70,78,51,"66.33"
72,"Amanda Nixon","Course 1","Semester 1",69,58,85,92,"78.33"
72,"Amanda Nixon","Course 3","Semester 1",74,53,89,62,"68.00"
72,"Amanda Nixon","Course 4","Semester 1",74,89,60,57,"68.67"
72,"Amanda Nixon","Course 9","Semester 1",76,63,74,92,"76.33"
72,"Amanda Nixon","Course 10","Semester 2",37,48,36,43,"42.33"
72,"Amanda Nixon","Course 2","Semester 2",46,37,35,38,"36.67"
72,"Amanda Nixon","Course 3","Semester 2",96,62,93,92,"82.33"
72,"Amanda Nixon","Course 5","Semester 2",70,45,31,43,"39.67"
72,"Amanda Nixon","Course 10","Semester 3",89,96,93,73,"87.33"
72,"Amanda Nixon","Course 4","Semester 3",50,49,43,42,"44.67"
72,"Amanda Nixon","Course 5","Semester 3",68,79,60,89,"76.00"
72,"Amanda Nixon","Course 7","Semester 3",65,84,78,77,"79.67"
72,"Amanda Nixon","Course 8","Semester 3",58,45,44,46,"45.00"
73,"Diana Taylor","Course 5","Semester 1",74,80,80,70,"76.67"
73,"Diana Taylor","Course 6","Semester 1",60,96,51,63,"70.00"
73,"Diana Taylor","Course 7","Semester 1",75,54,83,51,"62.67"
73,"Diana Taylor","Course 1","Semester 2",61,75,91,89,"85.00"
73,"Diana Taylor","Course 10","Semester 2",81,86,55,86,"75.67"
73,"Diana Taylor","Course 7","Semester 2",50,43,35,46,"41.33"
73,"Diana Taylor","Course 1","Semester 3",79,59,53,91,"67.67"
73,"Diana Taylor","Course 10","Semester 3",83,84,99,87,"90.00"
73,"Diana Taylor","Course 2","Semester 3",71,38,42,36,"38.67"
73,"Diana Taylor","Course 5","Semester 3",93,74,66,99,"79.67"
73,"Diana Taylor","Course 9","Semester 3",93,68,95,69,"77.33"
74,"Karen Taylor","Course 1","Semester 1",80,87,67,54,"69.33"
